State,Year,Open Primary Date,Primary Date,General Date,Primary Runoff Date,General Runoff Date,Special Election (Y/N),Presidential Primary,Executive Offices Only,State House District,State Senate District,National House District,National Senate,Notes,Source (Primary),Source (General if different),Source (Primary Runoff if different),,
Pennsylvania,2001,,,6/26/01,,,Y,,,28,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100119&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2001,,,8/14/01,,,Y,,,2,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100120&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2001,,,11/6/01,,,Y,,,,17,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100121&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2002,,5/21/02,11/5/02,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=11&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2002,,,4/23/02,,,Y,,,176,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100122&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2002,,,7/16/02,,,Y,,,100,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100123&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2002,,,10/1/02,,,Y,,,,9,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100124&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2002,,,2/12/02,,,Y,,,149,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100133&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,3/11/03,,,Y,,,,37,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100125&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,3/18/03,,,Y,,,99,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100126&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,6/17/03,,,Y,,,44,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100127&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,6/17/03,,,Y,,,168,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100128&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,7/22/03,,,Y,,,3,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100129&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2003,,,11/4/03,,,Y,,,,27,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100130&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2004,,4/27/04,11/2/04,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=13&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2004,,,1/27/04,,,Y,,,109,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100131&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2004,,,3/9/04,,,Y,,,152,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100132&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2005,,,2/8/05,,,Y,,,189,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100012&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2005,,,4/5/05,,,Y,,,,16,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100013&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2005,,,5/17/05,,,Y,,,,4,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100015&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2005,,,5/17/05,,,Y,,,,42,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100016&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2005,,,7/19/05,,,Y,,,131,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100017&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2006,,5/16/06,11/7/06,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=15&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2006,,,3/14/06,,,Y,,,174,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100021&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2006,,,4/11/06,,,Y,,,30,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100022&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2006,,,5/16/06,,,Y,,,,19,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100023&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2008,,4/22/08,11/4/08,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=17&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2009,,,3/3/09,,,Y,,,,29,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100029&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2009,,,5/19/09,,,Y,,,124,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100031&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2009,,,9/29/09,,,Y,,,,24,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100032&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2010,,5/18/10,11/2/10,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=19&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2010,,,5/18/10,,,Y,,,,,12,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100035&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2010,,,5/18/10,,,Y,,,20,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100036&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2010,,,5/18/10,,,Y,,,138,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100037&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2010,,,5/18/10,,,Y,,,147,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100038&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2010,,,11/2/10,,,Y,,,,45,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100040&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2011,,,2/1/11,,,Y,,,185,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100041&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2011,,,3/5/11,,,Y,,,,11,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=100042&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,4/24/12,11/6/12,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=27&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,22,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=28&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,134,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=29&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,153,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=30&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,169,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=31&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,186,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=32&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,4/24/12,,,Y,,,197,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=33&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2012,,,8/7/12,,,Y,,,,40,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=34&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2013,,,5/21/13,,,Y,,,95,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=37&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2013,,,5/21/13,,,Y,,,42,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=38&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2014,,5/20/14,11/4/14,,,N,,,,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=41&ESTID=1&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=0,,,,
Pennsylvania,2014,,,1/28/14,,,Y,,,78,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=39&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2014,,,3/18/14,,,Y,,,,28,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=40&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,3/24/15,,,Y,,,170,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=42&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,5/9/15,,,Y,,,,5,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=44&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,8/4/15,,,Y,,,87,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=45&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,8/4/15,,,Y,,,161,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=46&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,8/11/15,,,Y,,,174,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=47&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,8/11/15,,,Y,,,191,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=48&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,8/11/15,,,Y,,,195,,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=49&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2015,,,11/3/15,,,Y,,,,37,,,,http://www.electionreturns.state.pa.us/Default.aspx?EID=50&ESTID=3&CID=0&OID=0&CDID=0&PID=0&DISTID=0&IsSpecial=1,,,,
Pennsylvania,2016,,4/26/16,,,,,,,,,,,,,,,,
Pennsylvania,2018,,5/15/18,,,,,,,,,,,,,,,,
Pennsylvania,2020,,6/2/20,,,,,,,,,,,,,,,,
Pennsylvania,2022,,5/17/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rhode Island,1998,,9/15/98,11/3/98,,,N,,,,,,,,http://www.elections.ri.gov/elections/results/1998/,,,,
Rhode Island,2000,,9/12/00,11/7/00,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2000,,3/7/00,,,,Y,Y,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2002,,9/10/02,11/5/02,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2004,,9/14/04,11/2/04,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2004,,3/2/04,,,,Y,Y,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2006,,9/12/06,11/7/06,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2008,,9/9/08,11/4/08,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2008,,3/4/08,,,,Y,Y,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2010,,9/23/10,11/2/10,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2012,,9/11/12,11/6/12,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2012,,4/24/12,,,,Y,Y,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2014,,9/9/14,11/4/14,,,N,,,,,,,,http://www.elections.state.ri.us/elections/preresults/,,,,
Rhode Island,2016,,9/13/16,,,,,,,,,,,,,,,,
Rhode Island,2018,,9/12/18,,,,,,,,,,,,,,,,
Rhode Island,2020,,9/8/20,,,,,,,,,,,,,,,,
Rhode Island,2022,,9/13/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
South Carolina,1998,,6/9/98,11/3/98,6/23/98,,N,,,,,,,,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,,,
South Carolina,2000,,6/13/00,11/7/00,6/27/00,,N,,,,,,,,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,,,
South Carolina,2001,,10/30/01,12/18/01,,,Y,,,,,2,,,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,,,
South Carolina,2002,,6/11/02,11/5/02,6/25/02,,N,,,,,,,,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,,,
South Carolina,2004,,6/8/04,11/2/04,6/22/04,,N,,,,,,,,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,http://www.scvotes.org/statistics/election_returns_from_primaries_and_general_elections_statewide,,,
South Carolina,2005,,6/28/05,8/16/05,,,Y,,,121,,,,,http://www.scvotes.org/2005/07/01/state_house_district_121_democratic_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2005,,8/16/05,10/4/05,8/30/05,,Y,,,24,,,,,http://www.scvotes.org/2005/08/19/state_house_district_24_republican_primary,http://www.scvotes.org/2005/09/02/state_house_district_24_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2005,,10/11/05,11/29/05,,,Y,,,31,,,,,http://www.scvotes.org/2005/10/14/state_house_district_31_democratic_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2006,,6/13/06,11/7/06,6/27/06,,N,,,,,,,,http://www.scvotes.org/files/06primaryOfficial/RepublicanStatewide.pdf,http://www.scvotes.org/files/06runoffOfficial/RepublicanStatewide.pdf,,,
South Carolina,2006,,12/27/05,2/14/06,,,Y,,,64,,,,,http://www.scvotes.org/2006/01/03/house_district_64_democratic_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2006,,,9/19/06,,,Y,,,,5,,,,http://www.scvotes.org/special_elections,,,,
South Carolina,2007,,5/1/07,6/19/07,5/15/07,,Y,,,,46,,,,http://www.scvotes.org/2007/05/01/senate_district_46_republican_primary,http://www.scvotes.org/2007/05/15/senate_district_46_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2007,,6/19/07,8/7/07,7/3/07,,Y,,,,44,,,,http://www.scvotes.org/2007/06/19/senate_district_44_republican_primary,http://www.scvotes.org/2007/07/03/senate_district_44_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2007,,9/4/07,10/23/07,9/18/07,,Y,,,124,,,,,http://www.scvotes.org/2007/09/04/house_district_124_republican_primary,http://www.scvotes.org/2007/09/18/house_district_124_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2007,,9/18/07,11/6/07,10/2/07,,Y,,,,25,,,,http://www.scvotes.org/2007/09/18/senate_district_25_republican_primary,http://www.scvotes.org/2007/10/02/senate_district_25_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2007,,10/16/07,12/4/07,10/30/07,,Y,,,94,,,,,http://www.scvotes.org/2007/10/16/house_district_94_republican_primary,http://www.scvotes.org/2007/10/29/house_district_94_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2008,,6/10/08,11/4/08,6/24/08,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_6.4_0.pdf,,,,
South Carolina,2008,,1/19/08,,,,Y,Y,,,,,,Republican,http://www.scvotes.org/statistics/2008_presidential_primary_results,,,,
South Carolina,2008,,1/26/08,,,,Y,Y,,,,,,Democratic,http://www.scvotes.org/statistics/2008_presidential_primary_results,,,,
South Carolina,2008,,2/5/08,3/25/08,,,Y,,,92,,,,,http://www.scvotes.org/2008/02/05/house_district_92_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2009,,3/10/09,4/28/09,3/24/09,,Y,,,30,,,,,http://www.scvotes.org/2009/03/10/house_district_30_republican_primary,http://www.scvotes.org/2009/03/24/house_district_30_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2009,,9/15/09,11/3/09,,,Y,,,48,,,,,http://www.scvotes.org/2009/09/16/house_district_48_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2010,,6/8/10,11/2/10,6/22/10,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4%202014.pdf,,,,
South Carolina,2010,,9/21/10,11/2/10,,,Y,,,79,,,,,http://www.scvotes.org/special_elections,,,,
South Carolina,2010,,10/12/10,12/14/10,10/26/10,,Y,,,21,,,,,http://www.scvotes.org/2010/10/12/state_house_district_21_republican_primary,http://www.scvotes.org/2010/10/26/state_house_district_21_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2011,,2/15/11,4/5/11,,,Y,,,64,,,,,http://www.scvotes.org/2011/02/15/state_house_district_64_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2011,,2/22/11,4/12/11,,,Y,,,,16,,,,http://www.scvotes.org/2011/02/22/state_senate_district_16_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2011,,7/12/11,8/30/11,7/26/11,,Y,,,10,,,,,http://www.scvotes.org/2011/07/12/state_house_district_10_republican_primary,http://www.scvotes.org/2011/07/26/state_house_district_10_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2011,,,9/27/11,,,Y,,,100,,,,,http://www.scvotes.org/special_elections,,,,
South Carolina,2012,,6/12/12,11/6/12,6/26/12,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4_2012.pdf,,,,
South Carolina,2012,,1/21/12,,,,Y,Y,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4_2012.pdf,,,,
South Carolina,2012,,6/5/12,7/24/12,,,Y,,,68,,,,,http://www.scvotes.org/2012/06/06/state_house_district_68_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2012,,5/29/12,7/17/12,,,Y,,,,41,,,,http://www.scvotes.org/2012/05/30/state_senate_district_41_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2012,,9/18/12,11/6/12,,,Y,,,,41,,,,http://www.scvotes.org/2012/09/18/state_senate_district_41_special_republican_primary,,,,
South Carolina,2013,,1/22/13,3/12/13,,,Y,,,17,,,,,http://www.scvotes.org/2013/01/22/state_house_of_representatives_district_17_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2013,,3/19/13,5/7/13,4/2/13,,Y,,,,,1,,,http://www.scvotes.org/2013/03/15/u_s_house_of_representatives_district_1_special_election,http://www.scvotes.org/2013/03/15/u_s_house_of_representatives_district_1_special_election,http://www.scvotes.org/special_elections,,
South Carolina,2013,,8/13/13,10/1/13,8/27/13,,Y,,,,42,,,,http://www.scvotes.org/2013/08/15/state_senate_district_42_democratic_primary,http://www.scvotes.org/2013/08/27/state_senate_district_42_democratic_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2013,,,10/29/13,,,Y,,,93,,,,,http://www.scvotes.org/special_elections,,,,
South Carolina,2014,,6/10/14,11/4/14,6/24/14,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4%202014.pdf,,,,
South Carolina,2014,,9/2/14,11/4/14,9/16/14,,Y,,,32,,,,,http://www.scvotes.org/2014/06/19/state_senate_district_32_special_election,,,,
South Carolina,2015,,2/24/15,4/14/15,,,Y,,,63,,,,,http://www.scvotes.org/2015/02/24/state_house_of_representatives_district_63_republican_primary,http://www.scvotes.org/special_elections,,,
South Carolina,2015,,7/28/15,9/15/15,8/11/15,,Y,,,106,,,,,http://www.scvotes.org/2015/07/28/state_house_of_representatives_district_106_republican_primary,http://www.scvotes.org/2015/08/11/state_house_of_representatives_district_106_republican_primary_runoff,http://www.scvotes.org/special_elections,,
South Carolina,2016,,6/14/16,,6/28/16,,,,,,,,,,,,,,
South Carolina,2018,,6/12/18,,6/26/18,,,,,,,,,,,,,,
South Carolina,2020,,6/9/20,,6/23/20,,,,,,,,,,,,,,
South Carolina,2022,,6/14/22,,6/28/22,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
South Dakota,1998,,6/2/98,11/3/98,6/16/98,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_5.4_6.pdf,,,,
South Dakota,2000,,6/6/00,11/7/00,6/20/00,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_5.4_6.pdf,,,,
South Dakota,2002,,6/4/02,11/5/02,6/18/02,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_6.5_5.pdf,,,,
South Dakota,2004,,6/1/04,11/2/04,6/15/04,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_6.4_3.pdf,,,,
South Dakota,2006,,6/6/06,11/7/06,6/20/06,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4_0.pdf,,,,
South Dakota,2008,,6/3/08,11/4/08,6/17/08,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/table_6.4_0.pdf,,,,
South Dakota,2010,,6/1/10,11/2/10,6/15/10,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/Table_6.4.pdf,,,,
South Dakota,2012,,6/5/12,11/6/12,6/26/12,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4_2012.pdf,,,,
South Dakota,2014,,6/3/14,11/4/14,8/12/14,,N,,,,,,,,http://knowledgecenter.csg.org/kc/system/files/6.4%202014.pdf,,,,
South Dakota,2016,,6/7/16,,8/16/16,,,,,,,,,,,,,,
South Dakota,2018,,6/5/18,,8/14/18,,,,,,,,,,,,,,
South Dakota,2020,,6/2/20,,8/11/20,,,,,,,,,,,,,,
South Dakota,2022,,6/7/22,,8/16/22,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Tennessee,1998,,8/6/98,11/3/98,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2000,,8/3/00,11/7/00,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2000,,3/14/00,,,,Y,Y,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2002,,8/1/02,11/5/02,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2004,,8/5/04,11/2/04,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2004,,2/10/04,,,,Y,Y,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2005,,8/4/05,9/15/05,,,Y,,,,29,,,,http://share.tn.gov/sos/election/SpecialElections/200508DemPrTS29TH87.pdf,,,,
Tennessee,2005,,8/4/05,9/15/05,,,Y,,,87,,,,,http://share.tn.gov/sos/election/SpecialElections/200508DemPrTS29TH87.pdf,,,,
Tennessee,2005,,11/29/05,1/12/06,,,Y,,,22,,,,,http://share.tn.gov/sos/election/SpecialElections/200511DemPrTH22.pdf,,,,
Tennessee,2006,,8/3/06,11/7/06,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2007,,1/25/07,3/13/07,,,Y,,,,30,,,,http://share.tn.gov/sos/election/SpecialElections/200701DemPrTS30TH92.pdf,,,,
Tennessee,2007,,1/25/07,3/13/07,,,Y,,,92,,,,,http://share.tn.gov/sos/election/SpecialElections/200701DemPrTS30TH92.pdf,,,,
Tennessee,2007,,5/31/07,7/17/07,,,Y,,,89,,,,,http://share.tn.gov/sos/election/SpecialElections/200705DemPrTH89.pdf,,,,
Tennessee,2007,,10/4/07,11/15/07,,,Y,,,,10,,,,http://share.tn.gov/sos/election/SpecialElections/200710DemPrTS10.pdf,,,,
Tennessee,2008,,8/7/08,11/4/08,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2008,,2/5/08,,,,Y,Y,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2009,,8/27/09,10/13/09,,,Y,,,62,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2009,,10/15/09,12/1/09,,,Y,,,,31,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2009,,12/1/09,1/12/10,,,Y,,,83,,,,,http://sos.tn.gov/products/elections/election-results,,,,
Tennessee,2010,,8/5/10,11/2/10,,,N,,,,,,,,http://sos.tn.gov/products/elections/election-results,,,,
